"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","value","task","sentence_first","sentence_second","presentation_index","rt_ms","sentence","catch_index","sentence_position","catch_type","response_label","correct_response","correct"
"12511","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Quelqu'un a dit à Cynthia que l'examen de physique quantique qu'elle redoutait a été annulé.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle envoie un e-mail à son professeur en lui demandant si c'est bien le cas. Ce dernier lui confirme que l'examen a été supprimé.</div>
          </div>
        "," ","html-keyboard-response","74","637022","0.0-7.0-67.0","","reading","Quelqu'un a dit à Cynthia que l'examen de physique quantique qu'elle redoutait a été annulé.","Elle envoie un e-mail à son professeur en lui demandant si c'est bien le cas. Ce dernier lui confirme que l'examen a été supprimé.","30","12511","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","75","639022","0.0-7.0-68.0","","","","","","","","","","","","",""
"11999","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Jack rentre chez lui et entend des bruits suspects à l'étage. Il est inquiet car il habite seul.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il marche sur la pointe des pieds en se rapprochant des escaliers.</div>
          </div>
        "," ","html-keyboard-response","76","651022","0.0-7.0-69.0","","reading","Jack rentre chez lui et entend des bruits suspects à l'étage. Il est inquiet car il habite seul.","Il marche sur la pointe des pieds en se rapprochant des escaliers.","31","11999","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","77","653022","0.0-7.0-70.0","","","","","","","","","","","","",""
"11823","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lukas a un nouveau 'match' sur Tinder.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il ouvre l'application et découvre que c'est la jolie fille qu'il avait 'superlikée' plus tôt dans la journée.</div>
          </div>
        "," ","html-keyboard-response","78","664846","0.0-7.0-71.0","","reading","Lukas a un nouveau 'match' sur Tinder.","Il ouvre l'application et découvre que c'est la jolie fille qu'il avait 'superlikée' plus tôt dans la journée.","32","11823","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","79","666846","0.0-7.0-72.0","","","","","","","","","","","","",""
"7135","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Cam attend son bus en espérant qu'il ne sera pas trop plein.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Le bus qui arrive est hors service, Cam continue à attendre.</div>
          </div>
        "," ","html-keyboard-response","80","673982","0.0-7.0-73.0","","reading","Cam attend son bus en espérant qu'il ne sera pas trop plein.","Le bus qui arrive est hors service, Cam continue à attendre.","33","7135","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","81","675982","0.0-7.0-74.0","","","","","","","","","","","","",""
"12447","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Albert se dirige vers un 'blind-date' que son meilleur ami lui a organisé. À ce qu'il paraît, la fille qu'il va rencontrer est magnifique.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Lorsque Albert la voit arriver, il est immédiatement sous le charme.</div>
          </div>
        "," ","html-keyboard-response","82","688427","0.0-7.0-75.0","","reading","Albert se dirige vers un 'blind-date' que son meilleur ami lui a organisé. À ce qu'il paraît, la fille qu'il va rencontrer est magnifique.","Lorsque Albert la voit arriver, il est immédiatement sous le charme.","34","12447","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","83","690427","0.0-7.0-76.0","","","","","","","","","","","","",""
"10031","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Max a un nouveau match sur Tinder !</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il tente d'ouvrir l'application pour voir de qui il s'agit, mais son téléphone reste figé sur la page d'accueil.</div>
          </div>
        "," ","html-keyboard-response","84","700459","0.0-7.0-77.0","","reading","Max a un nouveau match sur Tinder !","Il tente d'ouvrir l'application pour voir de qui il s'agit, mais son téléphone reste figé sur la page d'accueil.","35","10031","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","85","702459","0.0-7.0-78.0","","","","","","","","","","","","",""
"11279","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Léonard a envie de manger un bon plat ce soir.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il va à son restaurant préféré.</div>
          </div>
        "," ","html-keyboard-response","86","713739","0.0-7.0-79.0","","reading","Léonard a envie de manger un bon plat ce soir.","Il va à son restaurant préféré.","36","11279","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","87","715739","0.0-7.0-80.0","","","","","","","","","","","","",""
"7983","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Karen vient de marcher sur quelque chose de collant.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle regarde sous sa chaussure mais il n'y a rien.</div>
          </div>
        "," ","html-keyboard-response","88","723723","0.0-7.0-81.0","","reading","Karen vient de marcher sur quelque chose de collant.","Elle regarde sous sa chaussure mais il n'y a rien.","37","7983","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","89","725723","0.0-7.0-82.0","","","","","","","","","","","","",""
"5183","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Comme tous les matins, Ana sort son chien.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Le soleil réchauffe sa peau.</div>
          </div>
        "," ","html-keyboard-response","90","730907","0.0-7.0-83.0","","reading","Comme tous les matins, Ana sort son chien.","Le soleil réchauffe sa peau.","38","5183","","","","","","",""
"15328","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>Il est 3 heures du matin et Selma marche vers chez elle. Soudain, elle entend une femme crier et une voiture arriver en trombe. Selma a à peine le temps de comprendre ce qu'il arrive que la voiture la percute. Elle décède sur le coup.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowdown","html-keyboard-response","91","746232","0.0-7.0-84.0","","catch","Comme tous les matins, Ana sort son chien.","Le soleil réchauffe sa peau.","","","Il est 3 heures du matin et Selma marche vers chez elle. Soudain, elle entend une femme crier et une voiture arriver en trombe. Selma a à peine le temps de comprendre ce qu'il arrive que la voiture la percute. Elle décède sur le coup.","3","39","unseen","Non","Non","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","92","748232","0.0-7.0-85.0","","","","","","","","","","","","",""
"8719","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Jade se balade avec une amie.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elles parlent de leur journée.</div>
          </div>
        "," ","html-keyboard-response","93","756952","0.0-7.0-86.0","","reading","Jade se balade avec une amie.","Elles parlent de leur journée.","39","8719","","","","","","",""
"99792","
          <div class=""instructions"">
            <h2>Pause — Recalibration</h2>
            <p>Nous allons recalibrer le suivi oculaire.</p>
            <p>Appuyez sur <strong>ESPACE</strong> pour lancer la recalibration.</p>
          </div>
        "," ","html-keyboard-response","94","856741","0.0-7.0-87.0","","","","","","","","","","","","",""
"","","","call-function","95","869160","0.0-7.0-88.0","","","","","","","","","","","","",""
"8764","
          <div class=""instructions"">
            <h2>Recalibration terminée</h2>
            <p>Appuyez sur <strong>ESPACE</strong> pour continuer la lecture.</p>
          </div>
        "," ","html-keyboard-response","96","877922","0.0-7.0-89.0","","","","","","","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","97","879923","0.0-7.0-90.0","","","","","","","","","","","","",""
"9087","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Leo a commandé un écran sur Amazon.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il reçoit son colis après 2 jours ouvrables comme prévu.</div>
          </div>
        "," ","html-keyboard-response","98","889010","0.0-7.0-91.0","","reading","Leo a commandé un écran sur Amazon.","Il reçoit son colis après 2 jours ouvrables comme prévu.","40","9087","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","99","891011","0.0-7.0-92.0","","","","","","","","","","","","",""
"10591","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Laura aimerait adopter un chaton.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle va sur Internet pour trouver un refuge.</div>
          </div>
        "," ","html-keyboard-response","100","901602","0.0-7.0-93.0","","reading","Laura aimerait adopter un chaton.","Elle va sur Internet pour trouver un refuge.","41","10591","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","101","903602","0.0-7.0-94.0","","","","","","","","","","","","",""
"13327","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Robbie se dirige vers le rencard que son meilleur ami lui a arrangé. Selon ce dernier, la fille qu'il va lui présenter est magnifique.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">En allant au rendez-vous, Robbie est très anxieux et il transpire beaucoup comme à son habitude.</div>
          </div>
        "," ","html-keyboard-response","102","916930","0.0-7.0-95.0","","reading","Robbie se dirige vers le rencard que son meilleur ami lui a arrangé. Selon ce dernier, la fille qu'il va lui présenter est magnifique.","En allant au rendez-vous, Robbie est très anxieux et il transpire beaucoup comme à son habitude.","42","13327","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","103","918931","0.0-7.0-96.0","","","","","","","","","","","","",""
"5695","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lena doit retirer de l'argent.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle se rend à la banque près de chez elle.</div>
          </div>
        "," ","html-keyboard-response","104","924626","0.0-7.0-97.0","","reading","Lena doit retirer de l'argent.","Elle se rend à la banque près de chez elle.","43","5695","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","105","926627","0.0-7.0-98.0","","","","","","","","","","","","",""
"12799","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Une personne toque à la porte de Jim et dépose un colis inattendu.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Jim ouvre sa porte, curieux, mais en prenant le colis entre ses mains, il réalise qu'il est destiné à son voisin.</div>
          </div>
        "," ","html-keyboard-response","106","939424","0.0-7.0-99.0","","reading","Une personne toque à la porte de Jim et dépose un colis inattendu.","Jim ouvre sa porte, curieux, mais en prenant le colis entre ses mains, il réalise qu'il est destiné à son voisin.","44","12799","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","107","941424","0.0-7.0-100.0","","","","","","","","","","","","",""
"13535","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Il est 3 heures du matin et Selma marche vers chez elle. Soudain, elle entend une femme crier et une voiture arriver en trombe.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Selma a à peine le temps de comprendre ce qu'il arrive que la voiture la percute. Elle décède sur le coup.</div>
          </div>
        "," ","html-keyboard-response","108","954960","0.0-7.0-101.0","","reading","Il est 3 heures du matin et Selma marche vers chez elle. Soudain, elle entend une femme crier et une voiture arriver en trombe.","Selma a à peine le temps de comprendre ce qu'il arrive que la voiture la percute. Elle décède sur le coup.","45","13535","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","109","956960","0.0-7.0-102.0","","","","","","","","","","","","",""
"16399","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Kim veut partir en voyage mais elle ne sait pas encore où aller. Elle commence à regarder des destinations sur Google.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle voit qu'il y a des vols pas chers pour Venise ce week-end et elle en réserve un immédiatement.</div>
          </div>
        "," ","html-keyboard-response","110","973360","0.0-7.0-103.0","","reading","Kim veut partir en voyage mais elle ne sait pas encore où aller. Elle commence à regarder des destinations sur Google.","Elle voit qu'il y a des vols pas chers pour Venise ce week-end et elle en réserve un immédiatement.","46","16399","","","","","","",""
"13024","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>Robbie se dirige vers le rencard que son meilleur ami lui a arrangé. Selon ce dernier, la fille qu'il va lui présenter est magnifique. En allant au rendez-vous, Robbie est très anxieux et il transpire beaucoup comme à son habitude.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowup","html-keyboard-response","111","986384","0.0-7.0-104.0","","catch","Kim veut partir en voyage mais elle ne sait pas encore où aller. Elle commence à regarder des destinations sur Google.","Elle voit qu'il y a des vols pas chers pour Venise ce week-end et elle en réserve un immédiatement.","","","Robbie se dirige vers le rencard que son meilleur ami lui a arrangé. Selon ce dernier, la fille qu'il va lui présenter est magnifique. En allant au rendez-vous, Robbie est très anxieux et il transpire beaucoup comme à son habitude.","4","47","seen","Oui","Oui","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","112","988384","0.0-7.0-105.0","","","","","","","","","","","","",""
"5983","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Le bus de Cara est en retard.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle continue à attendre.</div>
          </div>
        "," ","html-keyboard-response","113","994366","0.0-7.0-106.0","","reading","Le bus de Cara est en retard.","Elle continue à attendre.","47","5983","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","114","996366","0.0-7.0-107.0","","","","","","","","","","","","",""
"30831","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Matéo est en train de courir pour attraper son bus lorsque son téléphone sonne. Une voix glaciale lui dit qu'un de ses proches a eu un accident.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Matéo s'arrête et le bus lui file sous le nez. Il demande qui est à l'appareil mais la ligne se coupe.</div>
          </div>
        "," ","html-keyboard-response","115","1027198","0.0-7.0-108.0","","reading","Matéo est en train de courir pour attraper son bus lorsque son téléphone sonne. Une voix glaciale lui dit qu'un de ses proches a eu un accident.","Matéo s'arrête et le bus lui file sous le nez. Il demande qui est à l'appareil mais la ligne se coupe.","48","30831","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","116","1029198","0.0-7.0-109.0","","","","","","","","","","","","",""
"13359","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Karl est avec un ami lorsqu'ils croisent une fille avec qui ils ont passé la soirée il y a quelques semaines. Karl s'efforce de se rappeler son prénom mais n'y parvient pas.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il continue de discuter avec elle comme si de rien n'était.</div>
          </div>
        "," ","html-keyboard-response","117","1042558","0.0-7.0-110.0","","reading","Karl est avec un ami lorsqu'ils croisent une fille avec qui ils ont passé la soirée il y a quelques semaines. Karl s'efforce de se rappeler son prénom mais n'y parvient pas.","Il continue de discuter avec elle comme si de rien n'était.","49","13359","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","118","1044558","0.0-7.0-111.0","","","","","","","","","","","","",""
"9999","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Nick reçoit un message de sa maman qui lui dit qu'elle a préparé un bon repas pour lui.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Nick rentre avec hâte à la maison et découvre qu'elle lui a fait une pizza, son plat préféré.</div>
          </div>
        "," ","html-keyboard-response","119","1054556","0.0-7.0-112.0","","reading","Nick reçoit un message de sa maman qui lui dit qu'elle a préparé un bon repas pour lui.","Nick rentre avec hâte à la maison et découvre qu'elle lui a fait une pizza, son plat préféré.","50","9999","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","120","1056556","0.0-7.0-113.0","","","","","","","","","","","","",""
"8335","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Paul doit rejoindre un ami pour prendre un café.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il monte dans le bus pour se rendre au lieu de rendez-vous.</div>
          </div>
        "," ","html-keyboard-response","121","1064892","0.0-7.0-114.0","","reading","Paul doit rejoindre un ami pour prendre un café.","Il monte dans le bus pour se rendre au lieu de rendez-vous.","51","8335","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","122","1066892","0.0-7.0-115.0","","","","","","","","","","","","",""
"8095","
          <div class=""sentence-container"">
            <div class=""sentence-text"">C'est la veille du Nouvel An et Mike entend des feux d'artifice toute la nuit.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Il met des bouchons d'oreilles pour dormir.</div>
          </div>
        "," ","html-keyboard-response","123","1074988","0.0-7.0-116.0","","reading","C'est la veille du Nouvel An et Mike entend des feux d'artifice toute la nuit.","Il met des bouchons d'oreilles pour dormir.","52","8095","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","124","1076988","0.0-7.0-117.0","","","","","","","","","","","","",""
"15647","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Simon est en train de courir pour attraper son bus lorsque son téléphone sonne. Une voix glaciale lui dit qu'un de ses proches a eu un accident.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Simon s'arrête et le bus lui file sous le nez. Il demande qui est à l'appareil mais la ligne se coupe.</div>
          </div>
        "," ","html-keyboard-response","125","1092636","0.0-7.0-118.0","","reading","Simon est en train de courir pour attraper son bus lorsque son téléphone sonne. Une voix glaciale lui dit qu'un de ses proches a eu un accident.","Simon s'arrête et le bus lui file sous le nez. Il demande qui est à l'appareil mais la ligne se coupe.","53","15647","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","126","1094636","0.0-7.0-119.0","","","","","","","","","","","","",""
"20095","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Emma est en train de courir dans un parc lorsqu'elle voit un homme au loin qui ressemble à son ami Marcus. Elle commence à courir dans sa direction pour vérifier que c'est bien lui.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Emma se rapproche de l'homme et crie: 'Marcus !'. L'homme se retourne en sursautant et la salue chaleureusement.</div>
          </div>
        "," ","html-keyboard-response","127","1114730","0.0-7.0-120.0","","reading","Emma est en train de courir dans un parc lorsqu'elle voit un homme au loin qui ressemble à son ami Marcus. Elle commence à courir dans sa direction pour vérifier que c'est bien lui.","Emma se rapproche de l'homme et crie: 'Marcus !'. L'homme se retourne en sursautant et la salue chaleureusement.","54","20095","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","128","1116730","0.0-7.0-121.0","","","","","","","","","","","","",""
"15248","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Sara a travaillé assidûment pour la thèse qu'elle a rendue le mois passé. Elle espère avoir une bonne note.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">En arrivant en classe, son professeur la félicite immédiatement car sa thèse était excellente: Sara a obtenu un 90% !</div>
          </div>
        "," ","html-keyboard-response","129","1131978","0.0-7.0-122.0","","reading","Sara a travaillé assidûment pour la thèse qu'elle a rendue le mois passé. Elle espère avoir une bonne note.","En arrivant en classe, son professeur la félicite immédiatement car sa thèse était excellente: Sara a obtenu un 90% !","55","15248","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","130","1133978","0.0-7.0-123.0","","","","","","","","","","","","",""
"17295","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Matéo est en retard pour aller au travail lorsque son téléphone sonne. Ça alors ! On l'appelle toujours au mauvais moment ! Il décroche, nerveux, et une voix froide lui dit qu'un de ses proches a été admis en réanimation à l'hôpital.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">La voix dit à Matéo que son frère vient d'avoir un grave accident de voiture.</div>
          </div>
        "," ","html-keyboard-response","131","1151274","0.0-7.0-124.0","","reading","Matéo est en retard pour aller au travail lorsque son téléphone sonne. Ça alors ! On l'appelle toujours au mauvais moment ! Il décroche, nerveux, et une voix froide lui dit qu'un de ses proches a été admis en réanimation à l'hôpital.","La voix dit à Matéo que son frère vient d'avoir un grave accident de voiture.","56","17295","","","","","","",""
"8688","
        <div style=""
          display: flex;
          flex-direction: column;
          align-items: center;
          justify-content: center;
          width: 90vw;
          max-width: 90vw;
          box-sizing: border-box;
          padding: 40px;
          word-wrap: break-word;
          overflow-wrap: break-word;
          white-space: normal;
        "">
          <div style=""
            font-family: 'Courier New', monospace;
            font-size: 40px;
            line-height: 2.2;
            letter-spacing: 2px;
            text-align: center;
            color: #111;
            width: 100%;
            word-wrap: break-word;
            overflow-wrap: break-word;
            white-space: normal;
          "">Avez-vous vu la phrase suivante ?<br><br><em>Sara marche vers chez elle au milieu de la nuit. Des voitures passent le long de la rue.</em></div>

          <div style=""
            display: flex;
            flex-direction: row;
            gap: 80px;
            margin-top: 60px;
            font-family: 'Courier New', monospace;
            font-size: 28px;
            color: #333;
          "">
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↑</div>
              <div>Oui</div>
            </div>
            <div style=""text-align:center;"">
              <div style=""font-size: 48px;"">↓</div>
              <div>Non</div>
            </div>
          </div>
        </div>
      ","arrowdown","html-keyboard-response","132","1159962","0.0-7.0-125.0","","catch","Matéo est en retard pour aller au travail lorsque son téléphone sonne. Ça alors ! On l'appelle toujours au mauvais moment ! Il décroche, nerveux, et une voix froide lui dit qu'un de ses proches a été admis en réanimation à l'hôpital.","La voix dit à Matéo que son frère vient d'avoir un grave accident de voiture.","","","Sara marche vers chez elle au milieu de la nuit. Des voitures passent le long de la rue.","5","57","unseen","Non","Non","true"
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","133","1161962","0.0-7.0-126.0","","","","","","","","","","","","",""
"11935","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Le train de Kim est retardé.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle entend qu'il sera retardé de quelques heures à cause d'un problème technique qui affecte les rails de train.</div>
          </div>
        "," ","html-keyboard-response","134","1173898","0.0-7.0-127.0","","reading","Le train de Kim est retardé.","Elle entend qu'il sera retardé de quelques heures à cause d'un problème technique qui affecte les rails de train.","57","11935","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","135","1175896","0.0-7.0-128.0","","","","","","","","","","","","",""
"6751","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Serena entend que son examen d'algèbre a été annulé.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Elle espère que ce soit vrai car elle ne comprend rien en cours.</div>
          </div>
        "," ","html-keyboard-response","136","1182648","0.0-7.0-129.0","","reading","Serena entend que son examen d'algèbre a été annulé.","Elle espère que ce soit vrai car elle ne comprend rien en cours.","58","6751","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","137","1184648","0.0-7.0-130.0","","","","","","","","","","","","",""
"7023","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Quelqu'un toque à la porte de Pierre et dépose un colis inattendu.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Pierre ouvre le colis et découvre un parfum offert par sa copine Sara.</div>
          </div>
        "," ","html-keyboard-response","138","1191672","0.0-7.0-131.0","","reading","Quelqu'un toque à la porte de Pierre et dépose un colis inattendu.","Pierre ouvre le colis et découvre un parfum offert par sa copine Sara.","59","7023","","","","","","",""
"124128","
          <div class=""instructions"">
            <h2>Pause — Recalibration</h2>
            <p>Nous allons recalibrer le suivi oculaire.</p>
            <p>Appuyez sur <strong>ESPACE</strong> pour lancer la recalibration.</p>
          </div>
        "," ","html-keyboard-response","139","1315796","0.0-7.0-132.0","","","","","","","","","","","","",""
"","","","call-function","140","1328324","0.0-7.0-133.0","","","","","","","","","","","","",""
"3023","
          <div class=""instructions"">
            <h2>Recalibration terminée</h2>
            <p>Appuyez sur <strong>ESPACE</strong> pour continuer la lecture.</p>
          </div>
        "," ","html-keyboard-response","141","1331348","0.0-7.0-134.0","","","","","","","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","142","1333348","0.0-7.0-135.0","","","","","","","","","","","","",""
"11919","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Lucie marche dans la rue lorsqu'elle voit une personne au loin qui ressemble à son cousin Jérémy.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Lucie essaye d'attirer son attention en hurlant son prénom, en vain.</div>
          </div>
        "," ","html-keyboard-response","143","1345268","0.0-7.0-136.0","","reading","Lucie marche dans la rue lorsqu'elle voit une personne au loin qui ressemble à son cousin Jérémy.","Lucie essaye d'attirer son attention en hurlant son prénom, en vain.","60","11919","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","144","1347268","0.0-7.0-137.0","","","","","","","","","","","","",""
"17775","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Connor attend son métro en espérant qu'il ne sera pas trop rempli.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Le métro qui arrive en station déborde de gens, Connor arrive à s'y glisser avec difficulté mais il a du mal à respirer.</div>
          </div>
        "," ","html-keyboard-response","145","1365042","0.0-7.0-138.0","","reading","Connor attend son métro en espérant qu'il ne sera pas trop rempli.","Le métro qui arrive en station déborde de gens, Connor arrive à s'y glisser avec difficulté mais il a du mal à respirer.","61","17775","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","146","1367042","0.0-7.0-139.0","","","","","","","","","","","","",""
"8815","
          <div class=""sentence-container"">
            <div class=""sentence-text"">Liam est à la station et il attend son train matinal.</div>
            <hr class=""sentence-divider"">
            <div class=""sentence-text"">Lorsque le train arrive, il monte dedans.</div>
          </div>
        "," ","html-keyboard-response","147","1375857","0.0-7.0-140.0","","reading","Liam est à la station et il attend son train matinal.","Lorsque le train arrive, il monte dedans.","62","8815","","","","","","",""
"null","<div style=""font-size:80px;text-align:center;"">+</div>","null","html-keyboard-response","148","1377858","0.0-7.0-141.0","","","","","","","","","","","","",""
